ie_folder,mms_id,title,language,date,total_ocr_pages,origin,destination,full_route,med_segment,num_stops,num_med_stops,sea_pages,voyage_pages,med_keyword_pages,route_detail
IE53581435,9919358180101488,"Voyages de F. Le Vaillant, dans l'intérieur de l'Afrique, par le Cap de Bonne-Espérance.",nan,1840,168,France,Italy,France → Austria → Netherlands → Palestine → India → England → China → Italy,France → Palestine → Italy,8,3,25,105,0,"[{""page"": 5, ""place"": ""France"", ""is_mediterranean"": true, ""total_mentions"": 9, ""page_range"": ""5-160"", ""matched_term"": ""france""}, {""page"": 8, ""place"": ""Austria"", ""is_mediterranean"": false, ""total_mentions"": 11, ""page_range"": ""8-124"", ""matched_term"": ""autriche""}, {""page"": 33, ""place"": ""Netherlands"", ""is_mediterranean"": false, ""total_mentions"": 5, ""page_range"": ""33-147"", ""matched_term"": ""hollande""}, {""page"": 46, ""place"": ""Palestine"", ""is_mediterranean"": true, ""total_mentions"": 2, ""page_range"": ""46-87"", ""matched_term"": ""palestine""}, {""page"": 66, ""place"": ""India"", ""is_mediterranean"": false, ""total_mentions"": 8, ""page_range"": ""66-127"", ""matched_term"": ""inde""}, {""page"": 89, ""place"": ""England"", ""is_mediterranean"": false, ""total_mentions"": 2, ""page_range"": ""89-121"", ""matched_term"": ""angleterre""}, {""page"": 103, ""place"": ""China"", ""is_mediterranean"": false, ""total_mentions"": 2, ""page_range"": ""103-162"", ""matched_term"": ""chine""}, {""page"": 114, ""place"": ""Italy"", ""is_mediterranean"": true, ""total_mentions"": 24, ""page_range"": ""7-158"", ""matched_term"": ""italie""}]"
IE53582116,9919358180101488,"Voyages de F. Le Vaillant, dans l'intérieur de l'Afrique, par le Cap de Bonne-Espérance.",nan,1840,168,India,Egypt,India → Austria → Netherlands → France → Italy → China → Egypt,France → Italy → Egypt,7,3,11,100,0,"[{""page"": 63, ""place"": ""India"", ""is_mediterranean"": false, ""total_mentions"": 2, ""page_range"": ""63-144"", ""matched_term"": ""inde""}, {""page"": 64, ""place"": ""Austria"", ""is_mediterranean"": false, ""total_mentions"": 4, ""page_range"": ""64-155"", ""matched_term"": ""autriche""}, {""page"": 87, ""place"": ""Netherlands"", ""is_mediterranean"": false, ""total_mentions"": 4, ""page_range"": ""87-123"", ""matched_term"": ""hollande""}, {""page"": 93, ""place"": ""France"", ""is_mediterranean"": true, ""total_mentions"": 10, ""page_range"": ""33-134"", ""matched_term"": ""france""}, {""page"": 112, ""place"": ""Italy"", ""is_mediterranean"": true, ""total_mentions"": 18, ""page_range"": ""6-163"", ""matched_term"": ""italie""}, {""page"": 122, ""place"": ""China"", ""is_mediterranean"": false, ""total_mentions"": 4, ""page_range"": ""33-123"", ""matched_term"": ""chine""}, {""page"": 122, ""place"": ""Egypt"", ""is_mediterranean"": true, ""total_mentions"": 2, ""page_range"": ""122-167"", ""matched_term"": ""egypte""}]"
IE53582797,9919358180101488,"Voyages de F. Le Vaillant, dans l'intérieur de l'Afrique, par le Cap de Bonne-Espérance.",nan,1840,168,France,Palestine,France → Italy → China → Netherlands → Austria → Palestine,France → Italy → Palestine,6,3,9,98,0,"[{""page"": 16, ""place"": ""France"", ""is_mediterranean"": true, ""total_mentions"": 8, ""page_range"": ""16-164"", ""matched_term"": ""france""}, {""page"": 31, ""place"": ""Italy"", ""is_mediterranean"": true, ""total_mentions"": 11, ""page_range"": ""31-161"", ""matched_term"": ""italie""}, {""page"": 54, ""place"": ""China"", ""is_mediterranean"": false, ""total_mentions"": 2, ""page_range"": ""54-94"", ""matched_term"": ""chine""}, {""page"": 60, ""place"": ""Netherlands"", ""is_mediterranean"": false, ""total_mentions"": 3, ""page_range"": ""60-123"", ""matched_term"": ""hollande""}, {""page"": 105, ""place"": ""Austria"", ""is_mediterranean"": false, ""total_mentions"": 7, ""page_range"": ""14-157"", ""matched_term"": ""autriche""}, {""page"": 134, ""place"": ""Palestine"", ""is_mediterranean"": true, ""total_mentions"": 2, ""page_range"": ""134-145"", ""matched_term"": ""palestine""}]"
IE53583478,9919358180101488,"Voyages de F. Le Vaillant, dans l'intérieur de l'Afrique, par le Cap de Bonne-Espérance.",nan,1840,168,Greece,Italy,Greece → Netherlands → Austria → China → France → Palestine → Egypt → Italy,Greece → France → Palestine → Egypt → Italy,8,5,14,94,0,"[{""page"": 12, ""place"": ""Greece"", ""is_mediterranean"": true, ""total_mentions"": 2, ""page_range"": ""12-130"", ""matched_term"": ""gr\u00e8ce""}, {""page"": 13, ""place"": ""Netherlands"", ""is_mediterranean"": false, ""total_mentions"": 3, ""page_range"": ""13-133"", ""matched_term"": ""hollande""}, {""page"": 14, ""place"": ""Austria"", ""is_mediterranean"": false, ""total_mentions"": 4, ""page_range"": ""14-121"", ""matched_term"": ""autriche""}, {""page"": 14, ""place"": ""China"", ""is_mediterranean"": false, ""total_mentions"": 3, ""page_range"": ""14-131"", ""matched_term"": ""chine""}, {""page"": 54, ""place"": ""France"", ""is_mediterranean"": true, ""total_mentions"": 5, ""page_range"": ""30-108"", ""matched_term"": ""france""}, {""page"": 61, ""place"": ""Palestine"", ""is_mediterranean"": true, ""total_mentions"": 3, ""page_range"": ""61-158"", ""matched_term"": ""palestine""}, {""page"": 94, ""place"": ""Egypt"", ""is_mediterranean"": true, ""total_mentions"": 3, ""page_range"": ""94-96"", ""matched_term"": ""egypte""}, {""page"": 152, ""place"": ""Italy"", ""is_mediterranean"": true, ""total_mentions"": 11, ""page_range"": ""12-165"", ""matched_term"": ""italie""}]"
IE53584159,9919358180101488,"Voyages de F. Le Vaillant, dans l'intérieur de l'Afrique, par le Cap de Bonne-Espérance.",nan,1840,200,India,Netherlands,India → Palestine → Austria → Greece → China → France → Italy → Netherlands,Palestine → Greece → France → Italy,8,4,23,110,0,"[{""page"": 27, ""place"": ""India"", ""is_mediterranean"": false, ""total_mentions"": 3, ""page_range"": ""27-188"", ""matched_term"": ""inde""}, {""page"": 75, ""place"": ""Palestine"", ""is_mediterranean"": true, ""total_mentions"": 3, ""page_range"": ""75-186"", ""matched_term"": ""palestine""}, {""page"": 81, ""place"": ""Austria"", ""is_mediterranean"": false, ""total_mentions"": 6, ""page_range"": ""11-180"", ""matched_term"": ""autriche""}, {""page"": 92, ""place"": ""Greece"", ""is_mediterranean"": true, ""total_mentions"": 2, ""page_range"": ""92-170"", ""matched_term"": ""gr\u00e8ce""}, {""page"": 93, ""place"": ""China"", ""is_mediterranean"": false, ""total_mentions"": 6, ""page_range"": ""45-188"", ""matched_term"": ""chine""}, {""page"": 141, ""place"": ""France"", ""is_mediterranean"": true, ""total_mentions"": 9, ""page_range"": ""21-200"", ""matched_term"": ""france""}, {""page"": 152, ""place"": ""Italy"", ""is_mediterranean"": true, ""total_mentions"": 8, ""page_range"": ""88-193"", ""matched_term"": ""italie""}, {""page"": 183, ""place"": ""Netherlands"", ""is_mediterranean"": false, ""total_mentions"": 8, ""page_range"": ""159-200"", ""matched_term"": ""hollande""}]"
IE53896811,9919471630101488,Stanley l'Africain,nan,1891,320,England,Tunisia,England → Turkey → Palestine → India → Spain → Persia → Syria → Greece → Italy → Austria → France → Belgium → China → Portugal → Germany → Russia → Egypt → Algeria → Tunisia,Turkey → Palestine → Spain → Syria → Greece → Italy → France → Portugal → Egypt → Algeria → Tunisia,19,11,47,122,2,"[{""page"": 13, ""place"": ""England"", ""is_mediterranean"": false, ""total_mentions"": 48, ""page_range"": ""8-313"", ""matched_term"": ""angleterre""}, {""page"": 20, ""place"": ""Turkey"", ""is_mediterranean"": true, ""total_mentions"": 5, ""page_range"": ""20-220"", ""matched_term"": ""turquie""}, {""page"": 21, ""place"": ""Palestine"", ""is_mediterranean"": true, ""total_mentions"": 19, ""page_range"": ""21-311"", ""matched_term"": ""palestine""}, {""page"": 22, ""place"": ""India"", ""is_mediterranean"": false, ""total_mentions"": 22, ""page_range"": ""22-313"", ""matched_term"": ""inde""}, {""page"": 23, ""place"": ""Spain"", ""is_mediterranean"": true, ""total_mentions"": 16, ""page_range"": ""7-313"", ""matched_term"": ""espagne""}, {""page"": 34, ""place"": ""Persia"", ""is_mediterranean"": false, ""total_mentions"": 7, ""page_range"": ""12-258"", ""matched_term"": ""perse""}, {""page"": 49, ""place"": ""Syria"", ""is_mediterranean"": true, ""total_mentions"": 6, ""page_range"": ""21-313"", ""matched_term"": ""syrie""}, {""page"": 83, ""place"": ""Greece"", ""is_mediterranean"": true, ""total_mentions"": 5, ""page_range"": ""83-293"", ""matched_term"": ""gr\u00e8ce""}, {""page"": 90, ""place"": ""Italy"", ""is_mediterranean"": true, ""total_mentions"": 38, ""page_range"": ""14-312"", ""matched_term"": ""italie""}, {""page"": 147, ""place"": ""Austria"", ""is_mediterranean"": false, ""total_mentions"": 23, ""page_range"": ""8-308"", ""matched_term"": ""autriche""}, {""page"": 158, ""place"": ""France"", ""is_mediterranean"": true, ""total_mentions"": 47, ""page_range"": ""7-314"", ""matched_term"": ""france""}, {""page"": 169, ""place"": ""Belgium"", ""is_mediterranean"": false, ""total_mentions"": 28, ""page_range"": ""7-315"", ""matched_term"": ""belgique""}, {""page"": 184, ""place"": ""China"", ""is_mediterranean"": false, ""total_mentions"": 13, ""page_range"": ""88-218"", ""matched_term"": ""chine""}, {""page"": 203, ""place"": ""Portugal"", ""is_mediterranean"": true, ""total_mentions"": 4, ""page_range"": ""70-256"", ""matched_term"": ""portugal""}, {""page"": 211, ""place"": ""Germany"", ""is_mediterranean"": false, ""total_mentions"": 10, ""page_range"": ""27-311"", ""matched_term"": ""allemagne""}, {""page"": 212, ""place"": ""Russia"", ""is_mediterranean"": false, ""total_mentions"": 6, ""page_range"": ""48-235"", ""matched_term"": ""russie""}, {""page"": 282, ""place"": ""Egypt"", ""is_mediterranean"": true, ""total_mentions"": 32, ""page_range"": ""23-315"", ""matched_term"": ""egypte""}, {""page"": 304, ""place"": ""Algeria"", ""is_mediterranean"": true, ""total_mentions"": 5, ""page_range"": ""129-308"", ""matched_term"": ""alg\u00e9rie""}, {""page"": 307, ""place"": ""Tunisia"", ""is_mediterranean"": true, ""total_mentions"": 2, ""page_range"": ""307-308"", ""matched_term"": ""tunisie""}]"
IE53861508,9919471700101488,Stanley l'Africain,nan,1895,320,England,Tunisia,England → Turkey → India → Spain → Persia → Palestine → Syria → Italy → Greece → Austria → France → Belgium → China → Portugal → Germany → Russia → Egypt → Algeria → Tunisia,Turkey → Spain → Palestine → Syria → Italy → Greece → France → Portugal → Egypt → Algeria → Tunisia,19,11,48,123,2,"[{""page"": 13, ""place"": ""England"", ""is_mediterranean"": false, ""total_mentions"": 48, ""page_range"": ""8-313"", ""matched_term"": ""angleterre""}, {""page"": 20, ""place"": ""Turkey"", ""is_mediterranean"": true, ""total_mentions"": 5, ""page_range"": ""20-220"", ""matched_term"": ""turquie""}, {""page"": 22, ""place"": ""India"", ""is_mediterranean"": false, ""total_mentions"": 23, ""page_range"": ""2-313"", ""matched_term"": ""inde""}, {""page"": 23, ""place"": ""Spain"", ""is_mediterranean"": true, ""total_mentions"": 15, ""page_range"": ""7-313"", ""matched_term"": ""espagne""}, {""page"": 34, ""place"": ""Persia"", ""is_mediterranean"": false, ""total_mentions"": 7, ""page_range"": ""12-258"", ""matched_term"": ""perse""}, {""page"": 34, ""place"": ""Palestine"", ""is_mediterranean"": true, ""total_mentions"": 20, ""page_range"": ""21-311"", ""matched_term"": ""palestine""}, {""page"": 49, ""place"": ""Syria"", ""is_mediterranean"": true, ""total_mentions"": 6, ""page_range"": ""21-313"", ""matched_term"": ""syrie""}, {""page"": 90, ""place"": ""Italy"", ""is_mediterranean"": true, ""total_mentions"": 40, ""page_range"": ""8-312"", ""matched_term"": ""italie""}, {""page"": 109, ""place"": ""Greece"", ""is_mediterranean"": true, ""total_mentions"": 4, ""page_range"": ""109-293"", ""matched_term"": ""gr\u00e8ce""}, {""page"": 147, ""place"": ""Austria"", ""is_mediterranean"": false, ""total_mentions"": 23, ""page_range"": ""8-308"", ""matched_term"": ""autriche""}, {""page"": 158, ""place"": ""France"", ""is_mediterranean"": true, ""total_mentions"": 47, ""page_range"": ""7-314"", ""matched_term"": ""france""}, {""page"": 169, ""place"": ""Belgium"", ""is_mediterranean"": false, ""total_mentions"": 29, ""page_range"": ""7-315"", ""matched_term"": ""belgique""}, {""page"": 184, ""place"": ""China"", ""is_mediterranean"": false, ""total_mentions"": 13, ""page_range"": ""88-218"", ""matched_term"": ""chine""}, {""page"": 203, ""place"": ""Portugal"", ""is_mediterranean"": true, ""total_mentions"": 4, ""page_range"": ""70-256"", ""matched_term"": ""portugal""}, {""page"": 211, ""place"": ""Germany"", ""is_mediterranean"": false, ""total_mentions"": 10, ""page_range"": ""27-311"", ""matched_term"": ""allemagne""}, {""page"": 212, ""place"": ""Russia"", ""is_mediterranean"": false, ""total_mentions"": 6, ""page_range"": ""48-235"", ""matched_term"": ""russie""}, {""page"": 282, ""place"": ""Egypt"", ""is_mediterranean"": true, ""total_mentions"": 32, ""page_range"": ""23-315"", ""matched_term"": ""egypte""}, {""page"": 304, ""place"": ""Algeria"", ""is_mediterranean"": true, ""total_mentions"": 5, ""page_range"": ""129-308"", ""matched_term"": ""alg\u00e9rie""}, {""page"": 307, ""place"": ""Tunisia"", ""is_mediterranean"": true, ""total_mentions"": 2, ""page_range"": ""307-308"", ""matched_term"": ""tunisie""}]"
IE53912886,9919472930101488,"Through the dark continent; or The sources of the Nile, around the great lakes of equatorial Africa, and down the Livingstone river to the Atlantic ocean.",nan,1878,342,France,Palestine,France → England → Italy → Egypt → Libya → India → Persia → Spain → Palestine,France → Italy → Egypt → Libya → Spain → Palestine,9,6,116,70,0,"[{""page"": 15, ""place"": ""France"", ""is_mediterranean"": true, ""total_mentions"": 8, ""page_range"": ""15-291"", ""matched_term"": ""france""}, {""page"": 15, ""place"": ""England"", ""is_mediterranean"": false, ""total_mentions"": 17, ""page_range"": ""15-295"", ""matched_term"": ""angleterre""}, {""page"": 30, ""place"": ""Italy"", ""is_mediterranean"": true, ""total_mentions"": 7, ""page_range"": ""14-196"", ""matched_term"": ""italie""}, {""page"": 33, ""place"": ""Egypt"", ""is_mediterranean"": true, ""total_mentions"": 18, ""page_range"": ""15-290"", ""matched_term"": ""egypte""}, {""page"": 33, ""place"": ""Libya"", ""is_mediterranean"": true, ""total_mentions"": 2, ""page_range"": ""33-34"", ""matched_term"": ""libye""}, {""page"": 60, ""place"": ""India"", ""is_mediterranean"": false, ""total_mentions"": 60, ""page_range"": ""2-335"", ""matched_term"": ""inde""}, {""page"": 61, ""place"": ""Persia"", ""is_mediterranean"": false, ""total_mentions"": 5, ""page_range"": ""18-249"", ""matched_term"": ""perse""}, {""page"": 65, ""place"": ""Spain"", ""is_mediterranean"": true, ""total_mentions"": 3, ""page_range"": ""65-69"", ""matched_term"": ""espagne""}, {""page"": 307, ""place"": ""Palestine"", ""is_mediterranean"": true, ""total_mentions"": 10, ""page_range"": ""55-324"", ""matched_term"": ""palestine""}]"
IE53915952,9919472930101488,"Through the dark continent; or The sources of the Nile, around the great lakes of equatorial Africa, and down the Livingstone river to the Atlantic ocean.",nan,1878,366,Syria,Spain,Syria → England → Italy → Palestine → Egypt → India → Spain,Syria → Italy → Palestine → Egypt → Spain,7,5,126,43,1,"[{""page"": 27, ""place"": ""Syria"", ""is_mediterranean"": true, ""total_mentions"": 2, ""page_range"": ""27-198"", ""matched_term"": ""syrie""}, {""page"": 89, ""place"": ""England"", ""is_mediterranean"": false, ""total_mentions"": 10, ""page_range"": ""89-340"", ""matched_term"": ""angleterre""}, {""page"": 100, ""place"": ""Italy"", ""is_mediterranean"": true, ""total_mentions"": 4, ""page_range"": ""100-297"", ""matched_term"": ""italie""}, {""page"": 108, ""place"": ""Palestine"", ""is_mediterranean"": true, ""total_mentions"": 17, ""page_range"": ""11-360"", ""matched_term"": ""palestine""}, {""page"": 197, ""place"": ""Egypt"", ""is_mediterranean"": true, ""total_mentions"": 4, ""page_range"": ""140-324"", ""matched_term"": ""egypte""}, {""page"": 290, ""place"": ""India"", ""is_mediterranean"": false, ""total_mentions"": 42, ""page_range"": ""2-351"", ""matched_term"": ""inde""}, {""page"": 341, ""place"": ""Spain"", ""is_mediterranean"": true, ""total_mentions"": 10, ""page_range"": ""13-360"", ""matched_term"": ""espagne""}]"
IE53917425,9919472930101488,"Through the dark continent; or The sources of the Nile, around the great lakes of equatorial Africa, and down the Livingstone river to the Atlantic ocean.",nan,1878,386,Spain,France,Spain → Palestine → England → India → France,Spain → Palestine → France,5,3,121,86,0,"[{""page"": 40, ""place"": ""Spain"", ""is_mediterranean"": true, ""total_mentions"": 2, ""page_range"": ""40-43"", ""matched_term"": ""espagne""}, {""page"": 61, ""place"": ""Palestine"", ""is_mediterranean"": true, ""total_mentions"": 4, ""page_range"": ""61-297"", ""matched_term"": ""palestine""}, {""page"": 97, ""place"": ""England"", ""is_mediterranean"": false, ""total_mentions"": 10, ""page_range"": ""17-364"", ""matched_term"": ""angleterre""}, {""page"": 107, ""place"": ""India"", ""is_mediterranean"": false, ""total_mentions"": 52, ""page_range"": ""2-380"", ""matched_term"": ""inde""}, {""page"": 281, ""place"": ""France"", ""is_mediterranean"": true, ""total_mentions"": 4, ""page_range"": ""109-291"", ""matched_term"": ""france""}]"
IE53918978,9919472930101488,"Through the dark continent; or The sources of the Nile, around the great lakes of equatorial Africa, and down the Livingstone river to the Atlantic ocean.",nan,1878,426,England,France,England → Palestine → Persia → Egypt → Spain → Italy → India → France,Palestine → Egypt → Spain → Italy → France,8,5,151,80,0,"[{""page"": 16, ""place"": ""England"", ""is_mediterranean"": false, ""total_mentions"": 10, ""page_range"": ""16-406"", ""matched_term"": ""angleterre""}, {""page"": 35, ""place"": ""Palestine"", ""is_mediterranean"": true, ""total_mentions"": 2, ""page_range"": ""35-320"", ""matched_term"": ""palestine""}, {""page"": 105, ""place"": ""Persia"", ""is_mediterranean"": false, ""total_mentions"": 3, ""page_range"": ""105-190"", ""matched_term"": ""perse""}, {""page"": 337, ""place"": ""Egypt"", ""is_mediterranean"": true, ""total_mentions"": 2, ""page_range"": ""337-401"", ""matched_term"": ""egypte""}, {""page"": 349, ""place"": ""Spain"", ""is_mediterranean"": true, ""total_mentions"": 11, ""page_range"": ""302-409"", ""matched_term"": ""espagne""}, {""page"": 357, ""place"": ""Italy"", ""is_mediterranean"": true, ""total_mentions"": 6, ""page_range"": ""250-361"", ""matched_term"": ""italie""}, {""page"": 380, ""place"": ""India"", ""is_mediterranean"": false, ""total_mentions"": 75, ""page_range"": ""2-421"", ""matched_term"": ""inde""}, {""page"": 406, ""place"": ""France"", ""is_mediterranean"": true, ""total_mentions"": 7, ""page_range"": ""27-418"", ""matched_term"": ""france""}]"
